C_Municipality_ID[Name],Name,Postal,Description
Motozintla,LA UNION,30900,Motozintla
Motozintla,IGNACIO ALLENDE,30900,Motozintla
Motozintla,FRANCISCO SARABIA I,30900,Motozintla
Motozintla,FRANCISCO SARABIA,30900,Motozintla
Motozintla,EL CEREZO,30900,Motozintla
Motozintla,AMPLIACION XELAJU CHICO,30900,Motozintla
Motozintla,ALIANZA 2000,30900,Motozintla
Motozintla,SAN CARALAMPIO,30900,Motozintla
Motozintla,EMILIANO ZAPATA,30900,Motozintla
Motozintla,CENTRO,30900,Motozintla
Motozintla,VIDA MEJOR LOS LADRILLOS,0,Motozintla
Motozintla,UNION JUAREZ,30900,Motozintla
Motozintla,UNIDAD DEPORTIVA,30900,Motozintla
Motozintla,SAN VICENTE,30900,Motozintla
Motozintla,SAN JOSE,30900,Motozintla
Motozintla,PREPARATORIA,30900,Motozintla
Motozintla,PREDIO PABLO,0,Motozintla
Motozintla,PABLO SALAZAR,30900,Motozintla
Motozintla,NUEVA JERUSALEM,30900,Motozintla
Motozintla,MIGUEL HIDALGO,30900,Motozintla
Motozintla,LOS CERRITOS,30900,Motozintla
Motozintla,LINDA VISTA,30900,Motozintla
Motozintla,LAS VEGAS,30900,Motozintla
Motozintla,LAS VEGAS,30900,Motozintla
Motozintla,INDUSTRIAL,30900,Motozintla
Motozintla,FOVISSSTE,30900,Motozintla
Motozintla,EMILIANO ZAPATA,30900,Motozintla
Motozintla,EL ROSARIO,30900,Motozintla
Motozintla,EL ORGANAL,30900,Motozintla
Motozintla,EL NARANJO,30900,Motozintla
Motozintla,EL MIRADOR,30900,Motozintla
Motozintla,EL EDEN,30900,Motozintla
Motozintla,EL CIPRES LINDA VISTA,30900,Motozintla
Motozintla,BARRIO 1 DE MAYO,30900,Motozintla
Motozintla,21 DE MARZO,30900,Motozintla
Motozintla,NUEVA MARAVILLA,30900,Motozintla
Motozintla,ALTA MIRA,30900,Motozintla
Motozintla,ALTAMIRANO,0,Motozintla
Motul,EL CENOTE,97430,Motul
Motul,LA ARBOLEDA,97430,Motul
Motul,MIGUEL HIDALGO Y COSTILLA,97430,Motul
Motul,MOTUL,97430,Motul
Motul,MOTUL,97430,Motul
Motul,RANCHO KANCABCHEN,97444,Motul
Motul,KOPTE,97444,Motul
Motul,MESATUNICH,97444,Motul
Motul,TANYA,97443,Motul
Motul,MOTUL,97430,Motul
Motul,KAXATAH,97444,Motul
Motul,KANKABAL,97443,Motul
Motul,UCI,97440,Motul
Motul,SAN PEDRO CHACABAL,97443,Motul
Motul,SANTA CRUZ,97430,Motul
Motul,MARIO H CUEVAS,97430,Motul
Motul,KINI,97437,Motul
Motul,CHACSINKIN,97430,Motul
Motul,SACAPUC,97436,Motul
Motul,TIMUL,97436,Motul
Motul,SAN ROQUE,97430,Motul
Motul,NICTE HA,97430,Motul
Motul,MOTUL,97430,Motul
Motul,LA TRINCHERA,97430,Motul
Motul,EDESIO CARRILLO PUERTO,97430,Motul
Motul,MOTUL,97430,Motul
Motul,FLOR DE MAYO,97430,Motul
Motul,MOTUL,97430,Motul
Motul,CHAQUISTE,97430,Motul
Motul,SAN JUAN,97430,Motul
Motul,REAL DEL MAYAB,97430,Motul
Motul,ZAMBULA,97430,Motul
Motul,SANTIAGO CASTILLO,97430,Motul
Motul,SANTA CRUZ PACHON,97430,Motul
Motul,MOTUL,97430,Motul
Motul,SAN CARLOS,97430,Motul
Motul,PUERTA DEL SOL,97430,Motul
Motul,PARIS LONDRES,97430,Motul
Motul,MOTUL,97430,Motul
Motul,LAS HUERTAS,97430,Motul
Motul,XLACH,97430,Motul
Motul,SOLIDARIDAD,97430,Motul
Motul,ROGELIO CHALE,97430,Motul
Motul,MOTUL,97430,Motul
Motul,LAS FLORES,97430,Motul
Motul,MOTUL,97430,Motul
Motul,MOTUL,97430,Motul
Motul,MOTUL,97430,Motul
Motul,LA HERRADURA,97430,Motul
Motul,CENTRO,97430,Motul
Motul,TIERRA Y LIBERTAD,97430,Motul
Motul,SAC NICTE,97430,Motul
Motul,ROGELIO CHALE,97430,Motul
Motul,OASIS,97430,Motul
Motul,CELAYA,97430,Motul
Motul,INFONAVIT,97430,Motul
Motul,FELIPE CARRILLO PUERTO,97430,Motul
Motul,DEL SOCORRO,97430,Motul
Moyahua de Estrada,EL PARADOR,99986,Moyahua de Estrada
Moyahua de Estrada,CENTRO,99980,Moyahua de Estrada
Moyahua de Estrada,CUXPALA,99993,Moyahua de Estrada
Moyahua de Estrada,TASTOANES,99993,Moyahua de Estrada
Moyahua de Estrada,ALAMEDA JUAREZ (SANTA ROSA),99990,Moyahua de Estrada
Moyahua de Estrada,LAS PALMAS,99995,Moyahua de Estrada
Moyahua de Estrada,CHAPALITA,99998,Moyahua de Estrada
Moyahua de Estrada,EL ALACRAN,99998,Moyahua de Estrada
Moyahua de Estrada,LA TINAJA,99998,Moyahua de Estrada
Moyahua de Estrada,PALMAREJO,99998,Moyahua de Estrada
Moyahua de Estrada,PALMAREJO,99998,Moyahua de Estrada
Moyahua de Estrada,JESUS MARIA,99998,Moyahua de Estrada
Moyahua de Estrada,LA PRESA,99998,Moyahua de Estrada
Moyahua de Estrada,BAJIO BLANCO,99987,Moyahua de Estrada
Moyahua de Estrada,CENTRO,99980,Moyahua de Estrada
Moyahua de Estrada,BAJIO BLANCO,99987,Moyahua de Estrada
Moyahua de Estrada,CENTRO,99980,Moyahua de Estrada
Moyahua de Estrada,JARDINES DEL CONVENTO,99983,Moyahua de Estrada
Moyahua de Estrada,CENTRO,99980,Moyahua de Estrada
Moyahua de Estrada,SANTA MARIA,99984,Moyahua de Estrada
Moyahua de Estrada,SANTO SANTIAGO,99984,Moyahua de Estrada
Múgica,INDEPENDENCIA,61760,Múgica
Múgica,NUEVO CAPIRIO,61790,Múgica
Múgica,GAMBARA,61790,Múgica
Múgica,RAFAEL RODRIGUEZ,61790,Múgica
Múgica,NUEVA AMPLIACION,61790,Múgica
Múgica,GAMBARA,61790,Múgica
Múgica,EL LETRERO,61760,Múgica
Múgica,VILLA DE SAN FRANCISCO,61760,Múgica
Múgica,CUATRO CAMINOS(EL PARA),61760,Múgica
Múgica,CUATRO CAMINOS (VISTA HERMOSA),61760,Múgica
Múgica,CUATRO CAMINOS (SOLIDARIDAD),61760,Múgica
Múgica,CUATRO CAMINOS (FRACC RINCON DEL CIELO),61760,Múgica
Múgica,CUATRO CAMINOS (FRACC MUGICA),61760,Múgica
Múgica,CUATRO CAMINOS (EMILIANO ZAPATA),61760,Múgica
Múgica,CUATRO CAMINOS (CUAUHTEMOC CARDENAS),61760,Múgica
Múgica,CUATRO CAMINOS ( COSTA AZUL),61760,Múgica
Múgica,4 CAMINOS (POPULAR CUATRO CAMINOS PONIENTE),61760,Múgica
Múgica,NUEVA DEL CEÑIDOR,61760,Múgica
Múgica,EL CERRITO COLORADO,61760,Múgica
Múgica,EL CEÑIDOR,61760,Múgica
Múgica,NUEVO CORONDIRO,61760,Múgica
Múgica,LAZARO CARDENAS,61760,Múgica
Múgica,JUAN VARGAS (LOMA DE VARGAS),61760,Múgica
Múgica,EL MIRADOR,61760,Múgica
Múgica,EL CARRIEL,61760,Múgica
Múgica,CAMPO DE AVIACION,61760,Múgica
Múgica,AGRARISTA,61760,Múgica
Múgica,17 DE NOVIEMBRE,61760,Múgica
Múgica,PABLO PADILLA,61760,Múgica
Múgica,NUEVA ITALIA DE RUIZ,61760,Múgica
Múgica,EL MIRADOR,61760,Múgica
Múgica,EL CARRIEL,61760,Múgica
Múgica,AGRARISTA,61760,Múgica
Múgica,PABLO PADILLA,61760,Múgica
Múgica,LIBERTAD,61760,Múgica
Múgica,AGRARISTA,61760,Múgica
Múgica,OBRERA,61760,Múgica
Múgica,INDEPENDENCIA,61760,Múgica
Múgica,ESTACION NUEVA ITALIA,61760,Múgica
Múgica,INDEPENDENCIA,61760,Múgica
Múgica,LIBERTAD,61760,Múgica
Múgica,INDEPENDENCIA,61760,Múgica
Múgica,LIBERTAD,61760,Múgica
Múgica,LAZARO CARDENAS,61760,Múgica
Múgica,JUAN VARGAS (LOMA DE VARGAS),61760,Múgica
Múgica,CENTRO,61760,Múgica
Múgica,LAZARO CARDENAS,61760,Múgica
Múgica,JUAN VARGAS (LOMA DE VARGAS),61760,Múgica
Múgica,EL CARRIEL,61760,Múgica
Múgica,CUATRO CAMINOS (CUAUHTEMOC CARDENAS),61760,Múgica
Múgica,CAMPO DE AVIACION,61760,Múgica
Múgica,SAN MIGUEL,61760,Múgica
Múgica,LA HORTALIZA,61760,Múgica
Múgica,JUAN VARGAS (LOMA DE VARGAS),61760,Múgica
Múgica,FILARMONICOS (JUVENTINO ROSAS),61760,Múgica
Múgica,LA HORTALIZA,61760,Múgica
Múgica,FILARMONICOS (JUVENTINO ROSAS),61760,Múgica
Múgica,CENTRO,61760,Múgica
Múgica,REFORMA,61760,Múgica
Múgica,REFORMA,61760,Múgica
Múgica,SAN RAFAEL,61760,Múgica
Múgica,REFORMA,61760,Múgica
Múgica,OBRERA,61760,Múgica
Múgica,EL PINZAN,61760,Múgica
Múgica,CUMBRES DE LA TOSCANA,61760,Múgica
Múgica,BENITO JUAREZ,61760,Múgica
Múgica,REFORMA,61760,Múgica
Múgica,EL PINZAN,61760,Múgica
Múgica,BELISARIO DOMINGUEZ,61760,Múgica
Múgica,AGRARISTA,61760,Múgica
Múgica,CENTRO,61760,Múgica
Múgica,CENTRO,61760,Múgica
Múgica,LIBERTAD,61760,Múgica
Mulegé,CENTRO,23940,Mulegé
Mulegé,ESTADO 30,23940,Mulegé
Mulegé,CENTRO,23940,Mulegé
Mulegé,NUEVO MULEGE,23900,Mulegé
Mulegé,CACHENO,23900,Mulegé
Mulegé,RANCHERIA,23900,Mulegé
Mulegé,LOMA AZUL,23900,Mulegé
Mulegé,CENTRO,23900,Mulegé
Mulegé,CANANEA,23900,Mulegé
Mulegé,LAS TINAJITAS,23900,Mulegé
Mulegé,EL REBAJE,23900,Mulegé
Mulegé,RANCHERIA,23900,Mulegé
Mulegé,PUNTA DE AGUA,23900,Mulegé
Mulegé,LA CALERA,23900,Mulegé
Mulegé,EL REBAJE,23900,Mulegé
Mulegé,EL RANCHITO,23922,Mulegé
Mulegé,SANTA AGUEDA,23911,Mulegé
Mulegé,SAN LUCAS,23911,Mulegé
Mulegé,SAN BRUNO,23910,Mulegé
Mulegé,PALO VERDE,23910,Mulegé
Mulegé,ISLA SAN MARCOS,23910,Mulegé
Mulegé,NUEVA SANTA ROSALIA,23920,Mulegé
Mulegé,MIGUEL HIDALGO,23920,Mulegé
Mulegé,LOS FRAILES,23920,Mulegé
Mulegé,EL DOMINO,23940,Mulegé
Mulegé,COSTA AZUL,23920,Mulegé
Mulegé,CHAPULTEPEC,23920,Mulegé
Mulegé,AEROPUERTO,23940,Mulegé
Mulegé,FUNDADORES,23940,Mulegé
Mulegé,LIBERTAD,23940,Mulegé
Mulegé,LUIS DONALDO COLOSIO MURRIETA,23940,Mulegé
Mulegé,MARCELO RUBIO RUIZ,23940,Mulegé
Mulegé,SOLIDARIDAD,23940,Mulegé
Mulegé,LOMA BONITA,23940,Mulegé
Mulegé,ESTADO 30,23940,Mulegé
Mulegé,INVI,23940,Mulegé
Mulegé,LUIS DONALDO COLOSIO MURRIETA,23940,Mulegé
Mulegé,MARCELO RUBIO RUIZ,23940,Mulegé
Mulegé,ESTADO 30,23940,Mulegé
Mulegé,FUNDO LEGAL,23940,Mulegé
Mulegé,INFONAVIT,23940,Mulegé
Mulegé,LUIS DONALDO COLOSIO MURRIETA,23940,Mulegé
Mulegé,BRISAS DE GUERRERO NEGRO,23940,Mulegé
Mulegé,DON MIGUELITO,23940,Mulegé
Mulegé,ESTADO 30,23940,Mulegé
Mulegé,FUNDO LEGAL,23940,Mulegé
Mulegé,INFONAVIT,23940,Mulegé
Mulegé,INVI,23940,Mulegé
Mulegé,LUIS DONALDO COLOSIO MURRIETA,23940,Mulegé
Mulegé,UNION Y PROGRESO,0,Mulegé
Mulegé,VILLA ALBERTO ALVARADO ARAMBURO,23938,Mulegé
Mulegé,VIZCAINO,0,Mulegé
Mulegé,BAHIA TORTUGAS,23950,Mulegé
Mulegé,1 DE SEPTIEMBRE,23950,Mulegé
Mulegé,ALMACENES,23950,Mulegé
Mulegé,ANGEL CESAR MENDOZA ARAMBURO,23950,Mulegé
Mulegé,GIMNACIO AUDITORIO,23950,Mulegé
Mulegé,INFONAVIT,23950,Mulegé
Mulegé,INFONAVIT,23950,Mulegé
Mulegé,LOMAS DE GUADALUPE,23950,Mulegé
Mulegé,PUNTA EUGENIA,23952,Mulegé
Mulegé,PURISIMA,23950,Mulegé
Mulegé,CENTRO,23950,Mulegé
Mulegé,MARINA NACIONAL,23950,Mulegé
Mulegé,PESCA,23950,Mulegé
Mulegé,RANCHERIA,23920,Mulegé
Mulegé,LAS CANASTILLAS,23920,Mulegé
Mulegé,CENTRO,23920,Mulegé
Mulegé,NUEVA SANTA ROSALIA,23920,Mulegé
Mulegé,NUEVO GUERRERO NEGRO (FOVISSSTE),23940,Mulegé
Mulegé,BENITO JUAREZ,23944,Mulegé
Mulegé,DIAZ ORDAZ( LA JOYA),23948,Mulegé
Mulegé,FRANCISCO J  MUJICA,23949,Mulegé
Mulegé,LAGUNEROS,23944,Mulegé
Mulegé,ROSALES (EL PILOTO),23930,Mulegé
Mulegé,GUSTAVO DIAZ ORDAZ (SEBASTIAN VIZCAINO),23935,Mulegé
Mulegé,AGRICOLA ELIZABETH,0,Mulegé
Mulegé,BENITO JUAREZ,0,Mulegé
Mulegé,CENTRO,0,Mulegé
Mulegé,EL PITAYAL,0,Mulegé
Mulegé,EMILIANO ZAPATA,23936,Mulegé
Mulegé,GUERRERO,0,Mulegé
Mulegé,INDECO,0,Mulegé
Mulegé,INVI,0,Mulegé
Mulegé,LEONEL COTA MONTAÑO,0,Mulegé
Mulegé,MIGUEL HIDALGO,23920,Mulegé
Mulegé,MAGISTERIAL,0,Mulegé
Mulegé,NUEVA ESPERANZA,0,Mulegé
Mulegé,OAXACA,0,Mulegé
Mulegé,PARAISO 1,0,Mulegé
Mulegé,PARAISO 2,0,Mulegé
Mulegé,PARAISO 2,0,Mulegé
Mulegé,PREDIO SANTA BRIGIDA,0,Mulegé
Mulegé,TRIQUI,0,Mulegé
Mulegé,UNIDAD DEPORTIVA,23950,Mulegé
Mulegé,ALFREDO V  BONFIL,23923,Mulegé
Mulegé,CENTRO,23930,Mulegé
Mulegé,EL RINCON,23930,Mulegé
Mulegé,LA CORREA,23930,Mulegé
Mulegé,PUEBLO NUEVO,23930,Mulegé
Mulegé,RASTRO,23930,Mulegé
Mulegé,SAN LINO,23920,Mulegé
Mulegé,MESA MEXICO,23920,Mulegé
Mulegé,ESTERO LA BOCANA,23973,Mulegé
Mulegé,BAHIA ASUNCION,23960,Mulegé
Mulegé,LAS CANASTILLAS,23920,Mulegé
Mulegé,CENTRO,23920,Mulegé
Mulegé,RANCHERIA,23920,Mulegé
Mulegé,NIVEL 50,23920,Mulegé
Mulegé,CADEPO,23920,Mulegé
Mulegé,BELLAVISTA,23920,Mulegé
Mulegé,BARRIO CANADA,23920,Mulegé
Mulegé,MESA FRANCIA,23920,Mulegé
Mulegé,CENTRO,23920,Mulegé
Mulegé,BELLAVISTA,23920,Mulegé
Mulegé,LA VILLITA,23920,Mulegé
Mulegé,GUERRERO,23920,Mulegé
Mulegé,EL RETIRO,23920,Mulegé
Mulegé,CUAUHTEMOC,23938,Mulegé
Mulegé,BARRIO LA CAÑADA,23920,Mulegé
Mulegé,UNIDAD DEPORTIVA,23920,Mulegé
Mulegé,FRACCIONAMIENTO IMPERIAL,23920,Mulegé
Mulegé,EL RETIRO,23920,Mulegé
Mulegé,CUAUHTEMOC,23938,Mulegé
Mulegé,EL GUAMUCHIL,23930,Mulegé
Mulegé,EJIDO LUIS ECHEVERRIA ALVAREZ,23970,Mulegé
Mulegé,EL CARDON,23970,Mulegé
Mulegé,PUNTA ABREOJOS,23970,Mulegé
Mulegé,BENAVIDES,23900,Mulegé
Mulegé,CANANEA,23900,Mulegé
Mulegé,CENTRO,23900,Mulegé
Mulegé,LA PALOMA,23900,Mulegé
Mulegé,PUNTA DE AGUA,23900,Mulegé
Muna,SANTA ANA,97840,Muna
Muna,VICTOR CERVERA PACHECO,97840,Muna
Muna,BENITO JUAREZ,97840,Muna
Muna,CENTRO,97840,Muna
Muna,MUNA,97840,Muna
Muna,SAN BERNARDO,97840,Muna
Muna,SAN FERNANDO,97840,Muna
Muna,SAN PASTOR,97840,Muna
Muna,SANTA MARIA,97840,Muna
Muna,YAX-HA,97843,Muna
Muna,SAN JOSE TIPCEH HACIENDA,97844,Muna
Muna,SAN SEBASTIAN,97840,Muna
Muna,BENJAMIN MORALES LUGO,97840,Muna
Muna,FELIPE CARRILLO PUERTO,97840,Muna
Muna,MUNA,97840,Muna
Muna,SANTA ROSA,97840,Muna
Muna,CENTRO,97840,Muna
Muna,MUNA,97840,Muna
Muna,TEPAKAN,97840,Muna
Muna,MUNA,97840,Muna
Muna,SAN MATEO,97840,Muna
Muna,CENTRO,97840,Muna
Muna,SANTA ROSA DE LIMA,97840,Muna
Muna,SANTA TRINIDAD,97840,Muna
Muna,CENTRO,97840,Muna
Muna,CHENBECH,97840,Muna
Muna,MUNA,97840,Muna
Muna,SAN ANDRES CHULUB,97840,Muna
Muna,SAN FELIPE,97840,Muna
Muna,SAN GREGORIO,97840,Muna
Muñoz de Domingo Arenas,GUADALUPE CUAUHTEMOC,90421,Muñoz de Domingo Arenas
Muñoz de Domingo Arenas,GUADALUPE CUAUHTEMOC,90427,Muñoz de Domingo Arenas
Muñoz de Domingo Arenas,CUAMANTZINGO,90421,Muñoz de Domingo Arenas
Muñoz de Domingo Arenas,MUÑOZ,90420,Muñoz de Domingo Arenas
Muñoz de Domingo Arenas,SAN ISIDRO CHIPILA,90420,Muñoz de Domingo Arenas
Muñoz de Domingo Arenas,SAN ISIDRO CHIPILA,90420,Muñoz de Domingo Arenas
Muxupip,MUXUPIP,97457,Muxupip
Muxupip,FELIPE CARRILLO PUERTO,97457,Muxupip
Muxupip,MUXUPIP,97457,Muxupip
Muxupip,SAN JUAN COOP,97458,Muxupip
Muxupip,CENTRO,97457,Muxupip
Múzquiz,TRES,26340,Múzquiz
Múzquiz,COCEDORES,26340,Múzquiz
Múzquiz,CUATRO,26340,Múzquiz
Múzquiz,MALVINAS,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,DE MADERA,26340,Múzquiz
Múzquiz,DOS,26340,Múzquiz
Múzquiz,TRES,26340,Múzquiz
Múzquiz,TRES,26340,Múzquiz
Múzquiz,DOS,26340,Múzquiz
Múzquiz,COCEDORES,26340,Múzquiz
Múzquiz,DE MADERA,26340,Múzquiz
Múzquiz,SANTA CRUZ,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,DEL SOL,26340,Múzquiz
Múzquiz,BELLAVISTA,26342,Múzquiz
Múzquiz,BUENOS AIRES,26340,Múzquiz
Múzquiz,EL BAJIO,26344,Múzquiz
Múzquiz,EL EMBARCADERO,26342,Múzquiz
Múzquiz,EL TANQUE,26340,Múzquiz
Múzquiz,LA ESTACION,26365,Múzquiz
Múzquiz,LA ESTRELLA,26340,Múzquiz
Múzquiz,LA FLUORITA,26340,Múzquiz
Múzquiz,LA GLORIA,26342,Múzquiz
Múzquiz,LA NOGALERA,26342,Múzquiz
Múzquiz,LOS FRANCO,26342,Múzquiz
Múzquiz,LOS FRESNOS,26342,Múzquiz
Múzquiz,MEXICO,26342,Múzquiz
Múzquiz,PROGRESO,26340,Múzquiz
Múzquiz,21 DE MARZO,26340,Múzquiz
Múzquiz,DEPORTIVA,26340,Múzquiz
Múzquiz,EL HOSPITAL,26340,Múzquiz
Múzquiz,EL SANTISIMO REDENTOR,26340,Múzquiz
Múzquiz,LA LOMA,26340,Múzquiz
Múzquiz,LAS MISIONES,26340,Múzquiz
Múzquiz,MUZQUIZ (PREDIO NOGALITOS),26346,Múzquiz
Múzquiz,OCCIDENTAL,26344,Múzquiz
Múzquiz,SAN ISIDRO,26344,Múzquiz
Múzquiz,UNIDAD DEPORTIVA,26340,Múzquiz
Múzquiz,EL BORBOLLON,26340,Múzquiz
Múzquiz,EL CUADRO DE PELOTA,26340,Múzquiz
Múzquiz,LA ESTACION,26365,Múzquiz
Múzquiz,LA FLUORITA,26340,Múzquiz
Múzquiz,LOS TERREROS,26342,Múzquiz
Múzquiz,LA GLORIA,26342,Múzquiz
Múzquiz,LA NOGALERA,26342,Múzquiz
Múzquiz,ESCUELA FORD,26340,Múzquiz
Múzquiz,CABALLO BLANCO,26340,Múzquiz
Múzquiz,INFONAVIT,26342,Múzquiz
Múzquiz,LUIS DONALDO COLOSIO MURRIETA,26340,Múzquiz
Múzquiz,OASIS DEL NORTE,26340,Múzquiz
Múzquiz,REFORMA,26340,Múzquiz
Múzquiz,VILLA DE SAN PEDRO,26342,Múzquiz
Múzquiz,EL CUARTEL,26342,Múzquiz
Múzquiz,LA NOGALERA,26342,Múzquiz
Múzquiz,EL PESCADITO,26340,Múzquiz
Múzquiz,DEL BOSQUE,26344,Múzquiz
Múzquiz,MAGISTERIAL,26340,Múzquiz
Múzquiz,NUEVA ESPERANZA,26344,Múzquiz
Múzquiz,SAN ISIDRO,26344,Múzquiz
Múzquiz,EL AGUACATE,26342,Múzquiz
Múzquiz,EL CUARTEL,26342,Múzquiz
Múzquiz,EL CUARTEL,26342,Múzquiz
Múzquiz,MILITAR,26340,Múzquiz
Múzquiz,MORELOS,26345,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,EL SOCORRITO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,28 DE NOVIEMBRE,26343,Múzquiz
Múzquiz,LA PIEDRA,26343,Múzquiz
Múzquiz,28 DE NOVIEMBRE,26343,Múzquiz
Múzquiz,EL COLORIN,26344,Múzquiz
Múzquiz,EL ZOOLOGICO,26340,Múzquiz
Múzquiz,LA CASCADA,26340,Múzquiz
Múzquiz,LA PIEDRA,26343,Múzquiz
Múzquiz,LAS AZUCENAS,26343,Múzquiz
Múzquiz,MAGISTERIAL,26340,Múzquiz
Múzquiz,NUEVA SANTA ROSA,26343,Múzquiz
Múzquiz,SABINO EL GORDO,26340,Múzquiz
Múzquiz,28 DE NOVIEMBRE,26343,Múzquiz
Múzquiz,CABALLO BLANCO,26340,Múzquiz
Múzquiz,FONASOL,26343,Múzquiz
Múzquiz,LAS AZUCENAS,26343,Múzquiz
Múzquiz,MORELOS,26345,Múzquiz
Múzquiz,NEGROS MASKOGO (EL NACIMIENTO),26345,Múzquiz
Múzquiz,P T,26340,Múzquiz
Múzquiz,TIRO TRES,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,AMPLIACION OBRERA,26353,Múzquiz
Múzquiz,EL SOL,26344,Múzquiz
Múzquiz,OBRERA,26353,Múzquiz
Múzquiz,P T,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,EL AGRARIO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,EL SOL,26344,Múzquiz
Múzquiz,JARDIN,26340,Múzquiz
Múzquiz,LIC NICOLAS TORRES,26340,Múzquiz
Múzquiz,TIRO CUATRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,EL AGRARIO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,LIC NICOLAS TORRES,26340,Múzquiz
Múzquiz,TIRO CUATRO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,HUGO MARTINEZ,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,JARDIN,26340,Múzquiz
Múzquiz,LA CUCHILLA,26350,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,RANCHERIAS,26340,Múzquiz
Múzquiz,BENITO JUAREZ,26340,Múzquiz
Múzquiz,LA CONQUISTA,26340,Múzquiz
Múzquiz,PLACITA FUNDADORES,26344,Múzquiz
Múzquiz,DEL SOL,26344,Múzquiz
Múzquiz,EL BAJIO,26344,Múzquiz
Múzquiz,EL MAGISTERIO,26344,Múzquiz
Múzquiz,EL PANTEON,26344,Múzquiz
Múzquiz,EL PARAISO,26340,Múzquiz
Múzquiz,LAS AVES,26344,Múzquiz
Múzquiz,ARGENTINA PEREZ,26340,Múzquiz
Múzquiz,AZTECA,26342,Múzquiz
Múzquiz,EL BAJIO,26344,Múzquiz
Múzquiz,EL PORVENIR,26342,Múzquiz
Múzquiz,EL TANQUE,26340,Múzquiz
Múzquiz,GUILLERMO HERNANDEZ,26342,Múzquiz
Múzquiz,LA ESCUELITA,26340,Múzquiz
Múzquiz,LOS SILLETEROS,26340,Múzquiz
Múzquiz,EL ALTO,26342,Múzquiz
Múzquiz,CASA AZUL,26344,Múzquiz
Múzquiz,EL HOSPITAL,26340,Múzquiz
Múzquiz,EL PANTEON,26344,Múzquiz
Múzquiz,ESCUELA MIGUEL HIDALGO,26340,Múzquiz
Múzquiz,LA PREPARATORIA,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,21 DE MARZO,26340,Múzquiz
Múzquiz,EL AFRICA,26340,Múzquiz
Múzquiz,HULLERA,26340,Múzquiz
Múzquiz,LA ESTACION,26340,Múzquiz
Múzquiz,SAN ANTONIO,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,21 DE MARZO,26340,Múzquiz
Múzquiz,CASAS NUEVAS,26340,Múzquiz
Múzquiz,LA CONQUISTA,26340,Múzquiz
Múzquiz,LA LAVADORA,26340,Múzquiz
Múzquiz,LA SECCION,26344,Múzquiz
Múzquiz,VULCANIZADORA,26340,Múzquiz
Múzquiz,BARROTERAN (ESTACION FFCC),26365,Múzquiz
Múzquiz,BARRIO DEL CUATRO,26340,Múzquiz
Múzquiz,CUATRO,26340,Múzquiz
Múzquiz,DOS,26340,Múzquiz
Múzquiz,MALVINAS,26340,Múzquiz
Múzquiz,MINAS LA FLORIDA,26370,Múzquiz
Múzquiz,11 DE JULIO,26340,Múzquiz
Múzquiz,INFONAVIT,26342,Múzquiz
Múzquiz,TRES,26340,Múzquiz
Múzquiz,ZONA CENTRO,26340,Múzquiz
Múzquiz,11 DE JULIO,26340,Múzquiz
Nacajuca,JOSE MARIA PINO SUAREZ ( TIERRA COLORADA),86029,Nacajuca
Nacajuca,KEDROS,86247,Nacajuca
Nacajuca,LOS BOSQUES,86220,Nacajuca
Nacajuca,RANCHERIA SALOYA 2A,86247,Nacajuca
Nacajuca,APARCEROS,86246,Nacajuca
Nacajuca,APARCEROS TIPO GRANJA (SECTOR 2),86246,Nacajuca
Nacajuca,BENITO JUAREZ,86246,Nacajuca
Nacajuca,BRISAS DEL CARRIZAL,86246,Nacajuca
Nacajuca,CARLOS A MADRAZO BECERRA,86246,Nacajuca
Nacajuca,CARLOS ALBERTO MADRAZO (EL VIVERO),86246,Nacajuca
Nacajuca,LA PERA,86246,Nacajuca
Nacajuca,LA SELVA,86246,Nacajuca
Nacajuca,NOVA 1,86246,Nacajuca
Nacajuca,PASEO DE LA PRIMAVERA,86246,Nacajuca
Nacajuca,REAL CAMPESTRE,86246,Nacajuca
